"""TiK ToK""",Ke$ha,Electropop,RCA,"Kesha, Dr. Luke, Benny Blanco","Dr. Luke, Benny Blanco"
"""Need You Now""",Lady Antebellum,"Country pop
country rock","Capitol Nashville
Parlophone","Hillary Scott
Charles Kelley
Dave Haywood
Josh Kear","Lady Antebellum
Paul Worley"
"""Hey, Soul Sister""",Train,"Pop rock
folk rock","Columbia
Sony Music","Patrick Monahan
Espen Lind
Amund Bjørklund","Espionage
Martin Terefe
Gregg Wattenberg"
"""California Gurls""",Katy Perry,"Disco-pop
funk-pop",Capitol,"Katy Perry
Lukasz Gottwald
Max Martin
Benjamin Levin
Bonnie McKee
Calvin Broadus","Dr. Luke
Benny Blanco
Max Martin"
"""OMG""",Usher,"Dance-pop
Electro-pop
synthpop",LaFace,William Adams,will.i.am
"""Airplanes""",B.o.B,"Alternative rap
rap rock","Grand Hustle
Rebel Rock
Atlantic
A&M/Octone (Oceania)","Jeremy ""Kinetics"" Dussolliet
Tim ""One Love"" Sommers
Justin Franks
Alexander Grant
Bobby Simmons
Christine Dominguez","Alex da Kid
DJ Frank E"
"""Love the Way You Lie""",Eminem,Hip hop,"Aftermath
Interscope
Shady","Marshall Mathers
Alexander Grant
Holly Hafermann","Alex da Kid
Makeba Riddick"
"""Bad Romance""",Lady Gaga,Dance-pop,"Streamline
KonLive
Cherrytree
Interscope","Stefani Germanotta
Nadir Khayat[1]","RedOne
Lady Gaga"
"""Dynamite""",Taio Cruz,"Dance-pop
electropop",Island,"Taio Cruz
Dr. Luke
Max Martin
Benny Blanco
Bonnie McKee","Dr. Luke
Benny Blanco"
"""Break Your Heart""",Taio Cruz,"Electropop
Electro-R&B
dance-pop","Island
Mercury (US)","Taio Cruz
Fraser T Smith","Taio Cruz
Fraser T Smith"
"""Nothin' on You""",B.o.B,"Pop rap
R&B","Rebel Rock
Grand Hustle
Atlantic","Bobby Ray Simmons, Jr.
Peter Hernandez
Philip Lawrence
Ari Levine",The Smeezingtons
"""I Like It""",Enrique Iglesias,Electropop,Universal Republic,"Enrique Iglesias
Nadir Khayat
Armando Pérez
Lionel Richie",RedOne
"""BedRock""",Young Money,"Pop-rap
dirty rap","Young Money
Cash Money
Universal Motown","Dwayne Carter
Aubrey Graham
Lloyd Polite
Carl Lilly
Onika Maraj
Michael Stevenson
Jarvis Mills
Sean Garrett",Kane Beatz
"""In My Head""",Jason Derulo,"Electronic rock
synthpop","Beluga Heights
Asylum
Warner Bros.","Jason Desrouleaux
Claude Kelly
J. R. Rotem",J.R. Rotem
"""Rude Boy""",Rihanna,Dancehall,"Def Jam
SRP","Mikkel S. Eriksen
Tor Erik Hermansen
Ester Dean
Makeba Riddick
Rob Swire
Robyn Fenty","StarGate
Rob Swire"
"""Telephone""",Lady Gaga,Dance-pop,"Streamline
Kon Live
Cherrytree
Interscope","Stefani Germanotta
Rodney ""Darkchild"" Jerkins
LaShawn Daniels
Lazonate Franklin
Beyoncé Knowles","Darkchild
Lady Gaga[1]"
"""Teenage Dream""",Katy Perry,"Electropop
power pop",Capitol,"Katy Perry
Lukasz Gottwald
Max Martin
Benjamin Levin
Bonnie McKee","Dr. Luke
Benny Blanco
Max Martin"
"""Just the Way You Are""",Bruno Mars,"Pop
R&B",Elektra,"Bruno Mars
Philip Lawrence
Ari Levine
Khalil Walton
Khari Cain","The Smeezingtons, Needlz"
"""Cooler than Me""",Mike Posner,Synthpop,"J
RCA","Mike Posner
Eric Holljes
Craig Klepto Tucker",Gigamesh
"""Imma Be""",The Black Eyed Peas,Electro-hop,Interscope,"The Black Eyed Peas, Keith Harris, Thomas Brenneck, Michael Deller, Daniel Foder, Jared Tankel","will.i.am, Keith Harris"
"""Empire State of Mind""",Jay-Z,Hip hop,"Roc Nation
Atlantic","Angela Hunte
Alicia Keys
Alexander Shuckburgh
Burt Keyes
Jane't ""Jnay"" Sewell-Ulepic
Shawn Carter
Sylvia Robinson","Al Shux, Angela Hunte, Jane't Sewell-Ulepic"
"""DJ Got Us Fallin' in Love""",Usher,"EDM, Europop","LaFace, Jive","Max Martin, Shellback, Savan Kotecha, Pitbull","Max Martin, Shellback"
"""Billionaire""",Travie McCoy,Reggae fusion,Fueled By Ramen,"Travie McCoy, Bruno Mars, Ari Levine, Philip Lawrence",The Smeezingtons
"""Not Afraid""",Eminem,"Pop
conscious hip hop","Aftermath
Shady
Interscope","Marshall Mathers
Luis Resto
Matthew Samuels
Jordan Evans
Matthew Burnett","Boi-1da
Jordan Evans (add.)
Matthew Burnett (add.)
Eminem (add.)"
"""Replay""",Iyaz,"Electro-R&B, reggae fusion","T.I.M.E., Beluga Heights, Reprise Records, Asylum, Warner Bros.","Sean Kingston, Theron Thomas, Timothy Thomas, Keidran Jones, Jonathan Rotem, Jason Derülo",J. R. Rotem
"""Sexy Bitch""",David Guetta,Electro-hop[1],"Virgin, EMI","Aliaune Thiam, David Guetta Jean-Claude Sindres and Sandy Vee.",David Guetta
"""Breakeven""",The Script,Pop rock,Sony Music,"Frampton, O'Donoghue, Sheehan, Kipner","Frampton, Kipner"
"""Your Love Is My Drug""",Kesha,"Electropop
dance-pop",RCA,"Kesha Sebert
Pebe Sebert
Joshua Coleman","Dr. Luke
Benny Blanco
Ammo"
"""I Gotta Feeling""",The Black Eyed Peas,Hip house[1],Interscope,"The Black Eyed Peas, David Guetta, Frédéric Riesterer","David Guetta, Frédéric Riesterer"
"""Fireflies""",Owl City,Synthpop[1],Universal Republic,Adam Young,"Adam Young
Matthew Thiessen[2]"
"""Say Aah""",Trey Songz,"R&B, pop, hip hop","Atlantic, Songbook","Tremaine ""Trey Songz"" Neverson, John ""Fabolous"" Jackson, Nate Walka, Ronald M. Ferebee, Jr., Don Corell, Tony ""Chef Tone"" Scales","Don Corell, Young Yonny and Troy Taylor"
"""Find Your Love""",Drake,"Synthpop, R&B, pop","Young Money
Cash Money
Aspire
Motown","Aubrey Graham, Kanye West, Jeff Bhasker, Patrick Reynolds","Kanye West, Jeff Bhasker, No I.D."
"""Alejandro""",Lady Gaga,Synthpop,"Streamline
Kon Live
Cherrytree
Interscope","Stefani Germanotta
Nadir Khayat[2]","RedOne
Lady Gaga[1]"
"""Ridin' Solo""",Jason Derulo,,"Warner Bros. (US)
WEA International Inc. (outside US)","Jason Derulo
Jonathan Rotem
Xavier Thomas",J.R. Rotem
"""Just a Dream""",Nelly,"Hip hop, R&B","Universal Motown, Derrty Ent.","Cornell Haynes, Jr., James Scheffer, Richard Butler, Jr., Frank Romano","Jim Jonsin, Rico Love"
"""How Low""",Ludacris,Hip hop,"DTP, Def Jam","Christopher Bridges, Tyler Williams, Carlton Ridenhour, Eric Sadler, Hank Shocklee",T-Minus
"""Like a G6""",Far East Movement,"Hip house, dance-pop",Cherrytree,"Jae Choung, Virman Coquia, Kevin Nishimura, James Roh, Niles Holowell-Dhar, David Singer-Vine, Devin Star Tailes",The Cataracs
"""Carry Out""",Timbaland,,"Mosley
Blackground
Interscope","Timothy Mosley
Jerome Harmon
Justin Timberlake
Timothy Clayton
Jim Beanz","Timbaland
Jerome ""J-Roc"" Harmon
Jim Beanz"
"""Haven't Met You Yet""",Michael Bublé,"Pop
jazz
easy listening","143
Reprise","Michael Bublé
Alan Chang
Amy Foster-Gilles","Bob Rock
Martin Asp"
"""Club Can't Handle Me""",Flo Rida,Hip house,Atlantic,"Tramar Dillard, Carmen Key, Kasia Livingston, Mike Caren, David Guetta, Frédéric Riesterer, Giorgio Tuinfort","David Guetta, Frédéric Riesterer"
"""Down""",Jay Sean,"R&B, dance-pop, electropop","Jayded, 2Point9, Cash Money, Universal Republic","Kamaljit Jhooti, Dwayne Carter, Jared Cotter, J-Remy, Bobby Bass, Jonathan Perkins",J-Remy & Bobby Bass
"""Bulletproof""",La Roux,"Synthpop
bitpop",Polydor,"Elly Jackson
Ben Langmaid","Elly Jackson
Ben Langmaid"
"""Whatcha Say""",Jason Derulo,"Pop
R&B","Beluga Heights
Asylum
Warner Bros.","Jason Desrouleaux
Kisean Anderson
Achraf Baachaoui
J-Lex
Leff Row
Jonathan Rotem
Imogen Heap","J.R. Rotem
Fuego"
"""Baby""",Justin Bieber,Synth pop,"Island
RBMG","Justin Bieber
Christopher ""Tricky"" Stewart
Terius ""The-Dream"" Nash
Christopher Bridges
Christina Milian","Tricky Stewart
The-Dream"
"""Whataya Want from Me""",Adam Lambert,Pop rock,"19
RCA","Pink
Max Martin
Shellback","Max Martin
Shellback"
"""Mine""",Taylor Swift,Country pop,Big Machine,Taylor Swift,"Nathan Chapman
Taylor Swift"
"""Only Girl (In the World)""",Rihanna,Europop,"Def Jam
SRP","Crystal Johnson
Mikkel S. Eriksen
Tor Erik Hermansen
Sandy Wilhelm","Stargate
Sandy Vee
Kuk Harrell"
"""Live Like We're Dying""",Kris Allen,Pop rock,Jive,"Danny O'Donoghue
Mark Sheehan
Andrew Frampton
Steve Kipner","Andrew Frampton
Steve Kipner"
"""Hard""",Rihanna,Hip hop,"Def Jam
SRP","Terius Nash
Christopher Stewart
Robyn Fenty
Jay Jenkins","Tricky Stewart
The-Dream"
"""Young Forever""",Jay-Z,Alternative hip hop,Roc Nation,"Shawn ""Jay-Z"" Carter
Bernhard Lloyd
Marian Gold
Frank Mertens",Kanye West
"""Blah Blah Blah""",Kesha,Electropop,RCA,"Kesha Sebert, Benjamin Levin, Neon Hitch, Sean Foreman",Benny Blanco
"""Bottoms Up""",Trey Songz,"Hip hop
R&B","Songbook
Atlantic","Tremaine Neverson
Onika Maraj
Edrick Miles
Chef Tone
Daniel Johnson
R. Kelly",Kane Beatz
"""Do You Remember""",Jay Sean,"Pop, R&B, dance-pop","Jayded, 2Point9, Cash Money, Universal Republic","Kamaljit Singh Jhooti, Sean Paul Henriques, Jonathan Smith, Jared Cotter, Frankie Storm, J-Remy, Bobby Bass, Jonathan Perkins",J-Remy & Bobby Bass
"""All the Right Moves""",OneRepublic,"Pop rock,[1] classical rock","Mosley, Interscope",Ryan Tedder,"Ryan Tedder, Andy Prickett, Brent Kutzle"
"""According to You""",Orianthi,"Pop rock, Pop punk",Geffen,"Steve Diamond, Andrew Frampton",Howard Benson
"""My Chick Bad""",Ludacris,Hip hop,"DTP, Def Jam","Christopher Bridges, Onika Maraj, Samuel Lindley, Derrelle Davidson",The Legendary Traxster
"""You Belong with Me""",Taylor Swift,"Country pop
country rock","Big Machine
Universal Republic[2]","Taylor Swift
Liz Rose","Taylor Swift
Nathan Chapman"
"""Meet Me Halfway""",The Black Eyed Peas,Electro[1],Interscope,"The Black Eyed Peas, Keith Harris, Jean Baptiste, Sylvia Gordon","Keith Harris, will.i.am"
"""Take It Off""",Kesha,Dance-pop,RCA,"Kesha Sebert, Lukasz Gottwald, Claude Kelly",Dr. Luke
"""Over""",Drake,Pop-rap[1],"Aspire
Young Money
Cash Money
Motown","Aubrey Graham, Matthew Samuels, Nick Brongers, Noah ""40"" Shebib","Boi-1da, Al Khaaliq"
"""Animal""",Neon Trees,"Alternative rock
new wave
dance-rock",Mercury Records,,
"""Misery""",Maroon 5,"Pop rock
funk rock",A&M/Octone,"Adam Levine
Jesse Carmichael
Sam Farrar","Robert John ""Mutt"" Lange"
"""Magic""",B.o.B,"Alternative hip hop, synthpop, synth rock","Grand Hustle, Rebel Rock, Atlantic","Bobby Simmons, Rivers Cuomo",Dr. Luke
"""Paparazzi""",Lady Gaga,Dance-pop,"Streamline
Kon Live
Cherrytree
Interscope","Stefani Germanotta
Rob Fusari","Rob Fusari
Lady Gaga"
"""Tie Me Down""",New Boyz,"Pop Rap, Hyphy","Shotty, Asylum, Warner Bros.","Dominic Thomas, Earl Benjamin, Jason Wilkinson",Jay-Nari
"""Your Love""",Nicki Minaj,Pop-rap[1],"Young Money
Cash Money
Universal Motown","Onika Maraj
David Freeman
Joseph Hughes
Andrew Wansel","Oak
Pop Wansel"
"""Party in the U.S.A.""",Miley Cyrus,Country pop,Hollywood,"Jessica Cornish
Lukasz Gottwald
Claude Kelly",Dr. Luke
"""Deuces""",Chris Brown,R&B,Jive,"Chris Brown
Michael Stevenson
Kevin McCall","Kevin ""K-MAC"" McCall"
"""3""",Britney Spears,Electropop,Jive,"Max Martin
Shellback
Tiffany Amber","Max Martin
Shellback"
"""Impossible""",Shontelle,"R&B, pop","SRC, Motown","Arnthor Birgisson, Ina Wroldsen",Arnthor Birgisson
"""Forever""",Drake,Pop-rap[1],"Zone 4, Interscope
Shady, Aftermath","Aubrey Graham, Kanye West, Dwayne Carter, Marshall Mathers, Matthew Samuels",Boi-1da
"""Two Is Better Than One""",Boys Like Girls,"Pop rock, soft rock",Sony Music,Martin Johnson,Brian Howes
"""My First Kiss""",3OH!3,"Dance-pop
electropop
pop rap",Photo Finish,"Lukasz Gottwald, Sean Foreman, Nathaniel Motte, Benny Blanco","Dr. Luke, Benny Blanco"
"""Already Gone""",Kelly Clarkson,Pop,RCA,"Kelly Clarkson
Ryan Tedder",Tedder
"""Rock That Body""",The Black Eyed Peas,,Interscope,"Adam Walder, Allan Pineda, David Guetta, James Brown, Jaime Gomez, Jamie Munson, Jean Baptiste, Mark Knight, Robert Ginyard, Rodney Bryce, Stacy Ferguson, Teddy Riley, William Adams","David Guetta, will.i.am, Mark Knight, Funkagenda"
"""Secrets""",OneRepublic,cello rock,"Mosley, Interscope",Ryan Tedder,"Ryan Tedder, Andy Prickett"
"""Naturally""",Selena Gomez & the Scene,"Electropop
dance-pop",Hollywood,"Antonina Armato
Tim James
Devrim Karaoglu",Rock Mafia
"""Un-Thinkable (I'm Ready)""",Alicia Keys,"R&B, quiet storm, soul, downtempo",J,"Alicia Keys, Aubrey Graham, Kerry Brothers, Jr., Noah ""40"" Shebib","Noah ""40"" Shebib"
"""All I Do Is Win""",DJ Khaled,Hip hop,"We the Best, Terror Squad, E1","Christopher Bridges, Calvin Broadus, Johnny Mollings, Lenny Mollings, William Roberts[2]",DJ Nasty & LVM
"""I Made It (Cash Money Heroes)""",Kevin Rudolf,"Hip hop, rap rock, pop","Cash Money, Universal Republic","K. Rudolf, K. Jhooti, B. Williams, D. Carter, J. Skaller",Kevin Rudolf
"""Stuck Like Glue""",Sugarland,"Country, country pop",Mercury Nashville,"Jennifer Nettles
Kristian Bush
Kevin Griffin
Shy Carter","Kristian Bush
Jennifer Nettles
Byron Gallimore[1]"
"""Hey Daddy (Daddy's Home)""",Usher,"R&B, hip hop",LaFace,"Rico Love, The Runners, Usher, Algernod Washington","The Runners, Rico Love"
"""There Goes My Baby""",Usher,R&B,LaFace,"Rico Love
James Scheffer
Frank Romano
Danny Morris","Jim Jonsin
Rico Love"
"""Today Was a Fairytale""",Taylor Swift,Country pop,Big Machine,Taylor Swift,"Nathan Chapman
Taylor Swift"
"""Say Something""",Timbaland,"Elecrto hop, R&B","Mosley, Blackground, Interscope","Timothy Mosley, Jerome Harmon, Aubrey Graham, Tim Clayton, John Maultsby","Timbaland, J-Roc"
"""Sweet Dreams""",Beyoncé,"Electropop
dance-pop",Columbia,"Beyoncé Knowles
James Scheffer
Wayne Wilkins
Rico Love","James Scheffer
Wayne Wilkins
Rico Love
Beyoncé Knowles"
"""Use Somebody""",Kings of Leon,Alternative rock,"RCA, Sony",Kings of Leon,"Jacquire King, Angelo Petraglia"
"""Undo It""",Carrie Underwood,Country pop,Arista Nashville,"Kara DioGuardi
Marti Frederiksen
Luke Laird
Carrie Underwood",Mark Bright
"""Eenie Meenie""",Sean Kingston,"R&B, dance-pop, reggae fusion","Beluga Heights, Epic","Kisean Anderson, Justin Bieber, Carlos Battey, Steven Battey, Benjamin Levin, Marcos Palacios, Ernest Clark",Benny Blanco
"""Right Above It""",Lil Wayne,Hip hop,"Young Money, Cash Money, Universal Motown","Dwayne Carter, Aubrey Graham, Daniel Johnson, Andrew Canton",Kane Beatz
"""The House That Built Me""",Miranda Lambert,Country,Columbia Nashville,"Tom Douglas
Allen Shamblin","Frank Liddell
Mike Wrucke"
"""If I Die Young""",The Band Perry,Country pop,Republic Nashville,Kimberly Perry,"Nathan Chapman
Paul Worley"
"""The Only Exception""",Paramore,"Soft rock[1]
folk rock[2]",Fueled by Ramen,"Hayley Williams
Josh Farro",Rob Cavallo
"""American Honey""",Lady Antebellum,Country,Capitol Nashville,"Cary Barlowe
Hillary Lindsey
Shane Stevens","Lady Antebellum
Paul Worley"
"""King of Anything""",Sara Bareilles,Pop rock,Epic,Sara Bareilles,Neal Avron
"""Life After You""",Daughtry,Pop rock,RCA,"Chris Daughtry, Chad Kroeger, Joey Moi, Brett James",Howard Benson
"""Smile""",Uncle Kracker,"Country, country pop",Atlantic,"Matthew Shafer
Blair Daly
John T. Harding
Jeremy Bose",Rob Cavallo
"""Teach Me How to Dougie""",Cali Swag District,"Pop rap, dance-rap",Capitol,"Yung, JayAre, Smoove Da General, Runway Star[2]",RunWay Star[3]
"""Try Sleeping with a Broken Heart""",Alicia Keys,R&B,J,"Jeff Bhasker, Alicia Keys, Patrick ""Plan Pat"" Reynolds","Jeff Bhasker, Alicia Keys[1]"
"""You Don't Treat Me No Good""",Sonia Dada,Soul,"Festival
Chameleon",Dan Pritzker,"Daniel Laszlo
Dan Pritzker"
"""Rolling in the Deep""",Adele,"Pop
soul
blues",XL,"Adele Adkins
Paul Epworth",Paul Epworth
"""Party Rock Anthem""",LMFAO,"Hip house, electro house","will.i.am, Cherrytree, Interscope, Panther","Stefan Gordy, Skyler Gordy, Jamahl Listenbee, Peter Schroeder","Redfoo, GoonRock"
"""Firework""",Katy Perry,"Dance-pop
dance-rock",Capitol,"Katy Perry
Mikkel S. Eriksen
Tor Erik Hermansen
Sandy Wilhelm
Ester Dean","StarGate
Sandy Vee"
"""E.T.""",Katy Perry,"Electronic
hip hop",Capitol,"Katy Perry
Lukasz Gottwald
Max Martin
Joshua Coleman
Kanye West","Dr. Luke
Ammo
Max Martin"
"""Give Me Everything""",Pitbull,"Hip house
electro house
dance-pop","Polo Grounds
J
Mr. 305","Armando Pérez
Nick van de Wall
Shaffer Smith",Afrojack
"""Grenade""",Bruno Mars,"Pop
R&B",Elektra,"Bruno Mars
Philip Lawrence
Ari Levine
Brody Brown
Claude Kelly
Andrew Wyatt",The Smeezingtons
"""F**k You!""",CeeLo Green,"Soul
pop
R&B",Elektra,"Bruno Mars
CeeLo Green
Philip Lawrence
Brody Brown
Ari Levine",The Smeezingtons
"""Super Bass""",Nicki Minaj,Pop-rap[1],"Young Money
Cash Money
Universal Motown","Onika Maraj
Daniel Johnson
Ester Dean
Roahn Hylton",Kane Beatz
"""Moves like Jagger""",Maroon 5,"Dance-pop
electropop",A&M/Octone,"Adam Levine
Benny Blanco
Ammar Malik
Shellback","Shellback
Benny Blanco"
"""Just Can't Get Enough""",The Black Eyed Peas,"Electropop, Electro Hop",Interscope,"The Black Eyed Peas, Joshua Alvarez, Stephen Shadowen, Rodney Jerkins, Julie Frost","will.i.am, DJ Ammo, Rodney ""Darkchild"" Jerkins, Tommy Brown"
"""On the Floor""",Jennifer Lopez,Dance[1],Island,"RedOne
Kinda Hamid
AJ Junior
Teddy Sky
Bilal ""The Chef""
Armando Perez
Gonzalo Hermosa
Ulises Hermosa","RedOne
Kuk Harrell"
"""S&M""",Rihanna,Hi-NRG-Eurodance,"Def Jam
SRP","Mikkel S. Eriksen
Tor Erik Hermansen
Sandy Wilhelm
Ester Dean","Stargate
Sandy Vee
Kuk Harrell
Veronika Bozeman"
"""Pumped Up Kicks""",Foster the People,"Indie pop
neo-psychedelia
alternative rock","Columbia
Startime",Mark Foster,Mark Foster
"""Last Friday Night (T.G.I.F.)""",Katy Perry,Dance-pop,Capitol,"Katy Perry
Lukasz Gottwald
Max Martin
Bonnie McKee","Dr. Luke
Max Martin"
"""Just the Way You Are""",Bruno Mars,"Pop
R&B",Elektra,"Bruno Mars
Philip Lawrence
Ari Levine
Khalil Walton
Khari Cain","The Smeezingtons, Needlz"
"""Tonight (I'm Fuckin' You)""",Enrique Iglesias,,"Universal Republic, Universal Music Latino","Enrique Iglesias, Lauren Christy, Christopher Bridges",DJ Frank E
"""Raise Your Glass""",Pink,Dance-rock,"LaFace, JIVE, RCA","Pink, Max Martin, Shellback","Max Martin, Shellback"
"""Born This Way""",Lady Gaga,Disco,"Streamline
Kon Live
Interscope","Stefani Germanotta
Jeppe Laursen","Lady Gaga
Fernando Garibay
Jeppe Laursen
DJ White Shadow[1]"
"""Fuckin' Perfect""",Pink,Pop rock[1],"LaFace
JIVE
RCA","Pink
Max Martin
Shellback","Max Martin
Shellback"
"""What's My Name?""",Rihanna,Electro-R&B,"Def Jam
SRP","Mikkel S. Eriksen
Tor Erik Hermansen
Ester Dean
Traci Hale
Aubrey Graham","StarGate
Kuk Harrell"
"""Look at Me Now""",Chris Brown,"Hip hop, dirty south",Jive,"Chris Brown
Thomas Wesley Pentz
Jean Baptiste
Ryan Buendia
Dwayne Carter
Trevor Smith
Nick van de Wall","Diplo
Afrojack
Free School"
"""Down on Me""",Jeremih,"R&B, Hip-Hop",Def Jam,"Mick Schultz, Jeremih, Curtis Jackson",Mick Schultz
"""How to Love""",Lil Wayne,"Pop, R&B","Young Money, Cash Money, Universal Republic","Dwayne Carter, Jr., Noel Fisher, LaMar Seymour, LaNelle Seymour, Jermaine Preyan, Marcus Boyd, Bryan Williams","Drum Up, Noel ""Detail"" Fisher"
"""Someone Like You""",Adele,"Soul
pop",XL,"Adele
Dan Wilson","Adele
Dan Wilson"
"""Good Life""",OneRepublic,Pop rock,"Mosley, Interscope","Ryan Tedder, Brent Kutzle, Noel Zancanella, Eddie Fisher","Tedder, Kutzle, Zancanella"
"""The Lazy Song""",Bruno Mars,"Reggae[1]
reggae pop[2]
ska[3]","Atlantic
Elektra","Bruno Mars
Philip Lawrence
Ari Levine
K'naan",The Smeezingtons
"""Till the World Ends""",Britney Spears,"Dance-pop
electropop",Jive,"Lukasz Gottwald
Alexander Kronlund
Max Martin
Kesha Sebert","Dr. Luke
Max Martin
Billboard
Emily Wright"
"""The Show Goes On""",Lupe Fiasco,Hip hop,1st & 15th / Atlantic,"Jaco, Isaac Brock, N. Naanai, Jonathon Brown, Dann Gallucci, Daniel Johnson, Eric Judy",Kane Beatz
"""The Edge of Glory""",Lady Gaga,"Pop
electro rock","Streamline
Kon Live
Interscope","Stefani Germanotta
Fernando Garibay
Paul Blair","Lady Gaga
Fernando Garibay"
"""We R Who We R""",Kesha,Dance-pop,RCA,"Kesha Sebert
Joshua Coleman
Lukasz Gottwald
Jacob Kasher Hindlin
Benjamin Levin","Dr. Luke
Benny Blanco
Ammo"
"""Black and Yellow""",Wiz Khalifa,Pop rap,"Rostrum
Atlantic","Cameron Thomaz
Mikkel S. Eriksen
Tor Erik Hermansen",Stargate
"""Tonight Tonight""",Hot Chelle Rae,"Pop, pop rock",Jive Records,,Emanuel Kiriakou
"""Blow""",Kesha,"Electropop
dance-pop",RCA,"Kesha Sebert, Klas Åhlund, Lukasz Gottwald, Allan Grigg, Benjamin Levin, Max Martin","Dr. Luke, Max Martin, Benny Blanco, Kool Kojak"
"""Lighters""",Bad Meets Evil,Alternative hip hop,"Shady, Interscope","Marshall Mathers, Ryan Montgomery, Bruno Mars, Philip Lawrence, Ari Levine, Roy Battle","Eminem, The Smeezingtons, Battle Roy"
"""If I Die Young""",The Band Perry,Country pop,Republic Nashville,Kimberly Perry,"Nathan Chapman
Paul Worley"
"""Stereo Hearts""",Gym Class Heroes,Alternative hip hop,"Decaydance
Fueled by Ramen","Travie McCoy
Adam Levine
Benjamin Levin
Sterling Fox
Ammar Malik
Dan Omelio[1]","Benny Blanco
Robopop"
"""The Time (Dirty Bit)""",The Black Eyed Peas,,Interscope,"will.i.am
apl.de.ap
Damien LeRoy
Franke Previte
John DeNicola
Donald Markowitz","will.i.am
DJ Ammo"
"""Coming Home""",Diddy,"Hip hop
pop",Bad Boy,"Sean Combs
Shawn Carter
Jermaine Cole
Alexander Grant
Holly Hafferman","Alex da Kid
Jay-Z (co-producer)"
"""Hey Baby (Drop It to the Floor)""",Pitbull,"Hip house, electro house","Polo Grounds, J, Mr. 305","Armando C. Pérez, Faheem Najm, Sandy Wilhelm",Sandy Vee
"""Only Girl (In the World)""",Rihanna,Europop,"Def Jam
SRP","Crystal Johnson
Mikkel S. Eriksen
Tor Erik Hermansen
Sandy Wilhelm","Stargate
Sandy Vee
Kuk Harrell"
"""6 Foot 7 Foot""",Lil Wayne,"Rap, southern hip hop","Young Money, Cash Money, Universal Motown","Dwayne Carter, Jr., Peter Panky, Jr.",Bangladesh
"""Just a Kiss""",Lady Antebellum,"Country
country pop",Capitol Nashville,"Hillary Scott
Charles Kelley
Dave Haywood
Dallas Davidson","Paul Worley
Lady Antebellum"
"""Dirt Road Anthem""",Jason Aldean,"Bro-country[1]
country rap",Broken Bow,"Brantley Gilbert
Colt Ford",Michael Knox
"""Dynamite""",Taio Cruz,"Dance-pop
electropop",Island,"Taio Cruz
Dr. Luke
Max Martin
Benny Blanco
Bonnie McKee","Dr. Luke
Benny Blanco"
"""No Hands""",Waka Flocka Flame,Southern hip hop,"1017 Brick Squad, Warner Bros., Asylum","Juaquin Malphurs, Jeffery Johnson Jr., N. Cobey, Olubowale Victor Folarin",Drumma Boy
"""I Wanna Go""",Britney Spears,"Dance-pop
Hi-NRG",Jive,"Max Martin
Savan Kotecha
Shellback","Max Martin
Shellback"
"""I'm on One""",DJ Khaled,Hip hop,"We the Best, Terror Squad, Cash Money, Universal Motown","Aubrey Graham, William Roberts, Dwayne Carter, Jr., N. Cobey, Khaled Khaled, Tyler Williams, Nikhil Seetharam, Noah Shebib","T-Minus, Noah ""40"" Shebib, Kromatik"
"""You Make Me Feel...""",Cobra Starship,"Dance-pop
electropop","Fueled by Ramen
Decaydance
Warner Bros.","Steve Mac
Ina Wroldsen",Mac
"""Yeah 3x""",Chris Brown,"Dance-pop
europop
electro house",Jive,"Chris Brown
Justin Franks
Kevin McCall
Amber Streeter
Adam Richard Wiles",DJ Frank E
"""Moment 4 Life""",Nicki Minaj,R&B,"Young Money, Cash Money, Universal Motown","Onika Maraj, Aubrey Graham, Nikhil Seetharam, Tyler Williams",T-Minus
"""I Need a Doctor""",Dr. Dre,Hip hop,"Aftermath
Interscope","Andre Young
Marshall Mathers
Holly Hafermann
Alex Grant",Alex da Kid
"""Just a Dream""",Nelly,"Hip hop, R&B","Universal Motown, Derrty Ent.","Cornell Haynes, Jr., James Scheffer, Richard Butler, Jr., Frank Romano","Jim Jonsin, Rico Love"
"""Motivation""",Kelly Rowland,"R&B
electronic",Universal Motown,"Dwayne Carter
James Scheffer
Danny Morris
Rico Love","Jim Jonsin
Rico Love"
"""Stereo Love""",Edward Maya,Dance,"Cat Music, Play on, Sony-BMG
Ultra (U.S.), Spinnin' Records (Netherlands)","Ilie Alexandru, Eldar Mansurov[1][2]","Ilie Eduard Marian, Victoria Corneva"
"""Jar of Hearts""",Christina Perri,pop[2],Atlantic,Christina Perri,Barrett Yeretsian[3]
"""Roll Up""",Wiz Khalifa,,"Rostrum, Atlantic","Cameron Thomaz, Mikkel S. Eriksen, Tor Erik Hermansen",Stargate
"""Sexy and I Know It""",LMFAO,Electro house[1],Interscope,"Stefan Kendal Gordy, Jamahl Listenbee, Erin Beck, George M. Robertson, Kenneth Oliver","Audiobot, Redfoo, GoonRock"
"""Rocketeer""",Far East Movement,Pop Rap,Cherrytree,"Ryan Tedder, Jae Choung, James Roh, Kevin Nishimura, Virman Coquia, Jonathan Yip, Jeremy Reeves, Ray Romulus, Philip Lawrence","The Stereotypes, The Smeezingtons"
"""All of the Lights""",'NoneType' object has no attribute 'next_siblings',Hip hop,"Roc-A-Fella
Def Jam","Kanye West
Jeff Bhasker
Malik Jones
Warren Trotter","Kanye West
Jeff Bhasker (co.)"
